href,language_num,sex,birth_place,native_language,other_languages,age_sex,age_of_english_onset,english_learning_method,english_residence,length_of_english_residence,age
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=162,english97,male,"['wilmington', 'nc,', 'north', 'carolina,', 'usa']","english
(eng)","['spanish', '']","42,",0.0,naturalistic,['usa'],42.0,42
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=163,english98,male,"['spokane,', 'washington,', 'usa']","english
(eng)","['spanish', '']","22,",0.0,naturalistic,['usa'],22.0,22
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=164,english99,female,"['pittsburgh,', 'pennsylvania,', 'usa']","english
(eng)","['french', 'spanish', '']","52,",0.0,naturalistic,['usa'],52.0,52
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=63,english100,female,"['miami,', 'florida,', 'usa']","english
(eng)",['none'],"23,",0.0,naturalistic,['usa'],23.0,23
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=64,english101,female,"['toronto,', 'ontario,', 'canada']","english
(eng)","['french', 'mandarin', '']","18,",0.0,naturalistic,['canada'],18.0,18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=65,english102,male,"['torrington,', 'connecticut,', 'usa']","english
(eng)",['none'],"22,",0.0,naturalistic,['usa'],22.0,22
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=66,english103,male,"['staten', 'island,', 'new', 'york,', 'usa']","english
(eng)","['german', '']","21,",0.0,naturalistic,['usa'],21.0,21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=67,english104,female,"['youngstown,', 'ohio,', 'usa']","english
(eng)","['spanish', '']","18,",0.0,naturalistic,['usa'],18.0,18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=407,english105,male,"['windsor,', 'ontario,', 'canada']","english
(eng)",['none'],"57,",0.0,naturalistic,['canada'],57.0,57
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=408,english106,female,"['los', 'angeles,', 'california,', 'usa']","english
(eng)","['spanish', '']","39,",0.0,naturalistic,['usa'],39.0,39
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=416,english107,male,"['chicago,', 'illinois,', 'usa']","english
(eng)","['spanish', '']","19,",0.0,naturalistic,['usa'],19.0,19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=419,english108,male,"['strabane,', 'northern', 'ireland,', 'uk']","english
(eng)","['dutch', 'french', 'german', 'spanish', '']","21,",0.0,naturalistic,['uk'],21.5,21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=420,english109,female,"['concord,', 'new', 'hampshire,', 'usa']","english
(eng)","['irish', '']","26,",0.0,naturalistic,['usa'],26.0,26
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=421,english110,male,"['great', 'yarmouth,', 'norfolk,', 'uk']","english
(eng)","['japanese', '']","21,",0.0,naturalistic,['uk'],0.0,21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=426,english111,male,"['bombay,', 'india']","english
(eng)","['hindi-urdu', 'french', '']","21,",0.0,naturalistic,"['india,', 'usa']",4.0,21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=427,english112,male,"['st.', 'thomas,', 'us', 'virgin', 'islands']","english
(eng)","['french', '']","21,",0.0,naturalistic,"['us', 'virgin', 'islands']",21.0,21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=439,english113,male,"['wrexham,', 'wales,', 'uk']","english
(eng)","['french', 'welsh', '']","31,",0.0,naturalistic,"['wales,', 'australia']",31.0,31
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=442,english114,female,"['birmingham', '2,', 'alabama,', 'usa']","english
(eng)",['none'],"38,",0.0,naturalistic,['usa'],38.0,38
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=443,english115,male,"['st.', 'albans,', 'hertfordshire,', 'uk']","english
(eng)",['none'],"31,",0.0,naturalistic,['uk'],31.0,31
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=444,english116,male,"['atlanta,', 'georgia,', 'usa']","english
(eng)",['none'],"56,",0.0,naturalistic,['usa'],56.0,56
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=445,english117,female,"['elmore,', 'alabama,', 'usa']","english
(eng)",['none'],"60,",0.0,naturalistic,['usa'],60.0,60
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=446,english118,male,"['akron,', 'ohio,', 'usa']","english
(eng)",['none'],"19,",0.0,naturalistic,['usa'],17.0,19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=455,english119,female,"['saskatoon,', 'saskatchewan,', 'canada']","english
(eng)",['none'],"32,",0.0,naturalistic,['canada'],32.0,32
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=456,english120,male,"['saskatoon,', 'saskatchewan,', 'canada']","english
(eng)","['german', '']","65,",0.0,naturalistic,['canada'],65.0,65
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=465,english121,male,"['waconia,', 'minnesota,', 'usa']","english
(eng)","['french', '']","21,",0.0,naturalistic,['usa'],21.0,21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=468,english122,female,"['kuala', 'lumpur,', 'malaysia']","english
(eng)","['mandarin', 'japanese', '']","20,",0.0,naturalistic,"['singapore,usa']",13.0,20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=469,english123,female,"['riverside,', 'california,', 'usa']","english
(eng)",['none'],"28,",0.0,naturalistic,"['usa,', 'uk']",23.0,28
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=480,english124,male,"['brooklyn,', 'new', 'york,', 'usa']","english
(eng)",['none'],"38,",0.0,naturalistic,['usa'],38.0,38
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=485,english125,male,"['st.', 'george,', 'queensland,', 'australia']","english
(eng)",['none'],"28,",0.0,naturalistic,['australia'],28.0,28
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=487,english126,female,"['cincinnati,', 'ohio,', 'usa']","english
(eng)","['spanish', '']","34,",0.0,naturalistic,['usa'],34.0,34
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=489,english127,male,"['new', 'britain,', 'connecticut,', 'usa']","english
(eng)",['none'],"39,",0.0,naturalistic,['usa'],39.0,39
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=490,english128,female,"['miami,', 'florida,', 'usa']","english
(eng)","['french', '']","20,",0.0,naturalistic,['usa'],20.0,20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=492,english129,male,"['blackpool,', 'lancashire,', 'uk']","english
(eng)","['korean', 'indonesian', 'polish', 'french', '']","25,",0.0,naturalistic,"['uk,', 'australia']",25.0,25
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=496,english130,male,"['port', 'elizabeth,', 'south', 'africa']","english
(eng)","['afrikaans', '']","32,",0.0,naturalistic,"['south', 'africa']",32.0,32
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=497,english131,male,"['west', 'palm', 'beach,', 'florida,', 'usa']","english
(eng)",['none'],"23,",0.0,naturalistic,['usa'],23.0,23
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=503,english132,female,"['toronto,', 'ontario,', 'canada']","english
(eng)",['none'],"18,",0.0,naturalistic,['canada'],18.0,18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=504,english133,female,"['norwich,', 'new', 'york,', 'usa']","english
(eng)","['spanish', '']","36,",0.0,naturalistic,['usa'],36.0,36
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=506,english134,female,"['belfast,', 'northern', 'ireland,', 'uk']","english
(eng)","['french', '']","22,",0.0,naturalistic,['uk'],22.0,22
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=507,english135,male,"['orange', 'beach,', 'alabama,', 'usa']","english
(eng)",['none'],"22,",0.0,naturalistic,['usa'],22.0,22
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=508,english136,male,"['calgary,', 'alberta,', 'canada']","english
(eng)",['none'],"25,",0.0,naturalistic,['canada'],25.0,25
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=509,english137,male,"['charleston,', 'west', 'virginia,', 'usa']","english
(eng)","['japanese', '']","26,",0.0,naturalistic,['usa'],26.0,26
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=510,english138,female,"['palmer,', 'alaska,', 'usa']","english
(eng)","['german', '']","25,",0.0,naturalistic,['usa'],25.0,25
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=511,english139,male,"['providence,', 'rhode', 'island,', 'usa']","english
(eng)",['none'],"20,",0.0,naturalistic,['usa'],20.0,20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=515,english140,male,"['quezon', 'city,', 'philippines']","english
(eng)","['tagalog', '']","43,",0.0,naturalistic,"['philippines,canada']",43.0,43
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=516,english141,male,"['york,', 'uk']","english
(eng)","['french', 'german', '']","19,",0.0,naturalistic,['uk'],19.0,19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=517,english142,male,"['avon,', 'new', 'york,', 'usa']","english
(eng)","['french', '']","19,",0.0,naturalistic,['usa'],19.0,19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=518,english143,male,"['minneapolis,', 'minnesota,', 'usa']","english
(eng)","['french', '']","42,",0.0,naturalistic,"['usa,', 'uk']",42.0,42
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=519,english144,male,"['barneys', 'river,', 'nova', 'scotia,', 'canada']","english
(eng)","['spanish', '']","24,",0.0,naturalistic,['canada'],24.0,24
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=521,english145,male,"['bury', 'st.', 'edmunds,', 'uk']","english
(eng)",['none'],"18,",0.0,naturalistic,['uk'],13.0,18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=522,english146,male,"['blytheville,', 'arkansas,', 'usa']","english
(eng)","['spanish', '']","22,",0.0,naturalistic,['usa'],22.0,22
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=523,english147,female,"['merced,', 'california,', 'usa']","english
(eng)","['portuguese', '']","40,",0.0,naturalistic,['usa'],40.0,40
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=525,english148,male,"['sydney,', 'australia']","english
(eng)",['none'],"31,",0.0,naturalistic,['australia'],31.0,31
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=526,english149,male,"['lawrenceville,', 'georgia,', 'usa']","english
(eng)",['none'],"18,",0.0,naturalistic,['usa'],18.0,18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=527,english150,male,"['brownsville,', 'kentucky,', 'usa']","english
(eng)","['spanish', '']","31,",0.0,naturalistic,['usa'],31.0,31
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=528,english151,male,"['baltimore,', 'maryland,', 'usa']","english
(eng)","['spanish', '']","18,",0.0,naturalistic,['usa'],18.0,18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=529,english152,male,"['adelaide,', 'australia']","english
(eng)",['none'],"18,",0.0,naturalistic,['australia'],18.0,18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=533,english153,male,"['brisbane,', 'australia']","english
(eng)",['none'],"35,",0.0,naturalistic,['australia'],35.0,35
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=534,english154,male,"['glace', 'bay,', 'nova', 'scotia,', 'canada']","english
(eng)",['none'],"28,",0.0,naturalistic,['canada'],28.0,28
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=535,english155,male,"['oakland,', 'california,', 'usa']","english
(eng)",['none'],"35,",0.0,naturalistic,['usa'],35.0,35
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=536,english156,male,"['dublin,', 'ireland']","english
(eng)","['mandarin', 'french', 'irish', '']","33,",0.0,naturalistic,['ireland'],33.0,33
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=538,english157,male,"['fort', 'worth,', 'texas,', 'usa']","english
(eng)",['none'],"35,",0.0,naturalistic,['usa'],35.0,35
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=540,english158,female,"['washington,', 'district', 'of', 'columbia,', 'usa']","english
(eng)","['spanish', 'german', '']","18,",0.0,naturalistic,['usa'],18.0,18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=541,english159,male,"['ottawa,', 'ontario,', 'canada']","english
(eng)",['none'],"18,",0.0,naturalistic,['canada'],18.0,18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=542,english160,female,"['redwood', 'falls,', 'minnesota,', 'usa']","english
(eng)",['none'],"21,",0.0,naturalistic,['usa'],21.0,21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=546,english161,female,"['wakefield,', 'ohio,', 'usa']","english
(eng)",['none'],"75,",0.0,naturalistic,['usa'],75.0,75
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=548,english162,female,"['delaware,', 'ohio,', 'usa']","english
(eng)",['none'],"41,",0.0,naturalistic,['usa'],39.0,41
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=547,english163,male,"['fairview', 'park,', 'ohio,', 'usa']","english
(eng)","['german', 'dutch', '']","41,",0.0,naturalistic,['usa'],39.0,41
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=549,english164,male,"['leeds,', 'uk']","english
(eng)",['none'],"38,",0.0,naturalistic,['uk'],38.0,38
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=550,english165,female,"['detroit,', 'michigan,', 'usa']","english
(eng)","['french', 'spanish', 'german', '']","43,",0.0,naturalistic,['usa'],43.0,43
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=551,english166,male,"['glenside,', 'pennsylvania,', 'usa']","english
(eng)","['spanish', '']","18,",0.0,naturalistic,['usa'],18.0,18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=552,english167,male,"['lakeview,', 'michigan,', 'usa']","english
(eng)","['spanish', '']","43,",0.0,naturalistic,['usa'],43.0,43
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=554,english168,male,"['oceanside,', 'california,', 'usa']","english
(eng)","['german', '']","40,",0.0,naturalistic,['usa'],25.0,40
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=555,english169,male,"['cleveland,', 'mississippi,', 'usa']","english
(eng)","['spanish', 'esperanto', '']","18,",0.0,naturalistic,['usa'],18.0,18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=556,english170,female,"['belmont,', 'mississippi,', 'usa']","english
(eng)",['none'],"50,",0.0,naturalistic,['usa'],50.0,50
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=563,english171,male,"['st.', 'louis,', 'missouri,', 'usa']","english
(eng)","['french', 'spanish', 'italian', '']","21,",0.0,naturalistic,['usa'],21.0,21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=564,english172,male,"['kingston,', 'jamaica']","english
(eng)",['none'],"49,",0.0,naturalistic,"['jamaica,', 'uk']",49.0,49
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=567,english173,male,"['libertyville,', 'illinois,', 'usa']","english
(eng)",['none'],"19,",0.0,naturalistic,['usa'],19.0,19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=568,english174,female,"['kuching,', 'sarawak,', 'malaysia']","english
(eng)","['malay', 'chinese', '']","30,",0.0,naturalistic,"['australia,', 'singapore']",12.0,30
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=572,english175,male,"['seattle,', 'washington,', 'usa']","english
(eng)","['mandarin', '']","24,",0.0,naturalistic,['usa'],21.0,24
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=573,english176,female,"['elizabeth', 'city,', 'north', 'carolina,', 'usa']","english
(eng)","['spanish', 'french', 'afrikaans', '']","18,",0.0,naturalistic,['usa'],18.0,18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=574,english177,female,"['new', 'orleans,', 'louisiana,', 'usa']","english
(eng)",['none'],"23,",0.0,naturalistic,['usa'],23.0,23
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=583,english178,male,"['wilkes-barre,', 'pennsylvania,', 'usa']","english
(eng)",['none'],"30,",0.0,naturalistic,['usa'],30.0,30
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=584,english179,male,"['huron,', 'south', 'dakota,', 'usa']","english
(eng)","['german', 'russian', '']","57,",0.0,naturalistic,['usa'],55.0,57
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=585,english180,male,"['newport,', 'rhode', 'island,', 'usa']","english
(eng)",['none'],"20,",0.0,naturalistic,['usa'],20.0,20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=586,english181,male,"['new', 'eagle,', 'pennsylvania,', 'usa']","english
(eng)",['none'],"68,",0.0,naturalistic,['usa'],68.0,68
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=590,english182,male,"['troy,', 'new', 'york,', 'usa']","english
(eng)","['italian', 'spanish', '']","50,",0.0,naturalistic,['usa'],50.0,50
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=595,english183,female,"['corriverton,', 'guyana']","english
(eng)","['hindi', '']","55,",0.0,naturalistic,"['guyana,', 'usa']",55.0,55
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=597,english184,female,"['hillsboro,', 'oregon,', 'usa']","english
(eng)","['spanish', '']","18,",0.0,naturalistic,['usa'],18.0,18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=604,english185,male,"['oxford,', 'uk']","english
(eng)","['spanish', '']","38,",0.0,naturalistic,['canada'],36.0,38
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=605,english186,female,"['gadsden,', 'alabama,', 'usa']","english
(eng)",['none'],"39,",0.0,naturalistic,['usa'],39.0,39
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=606,english187,female,"['algona,', 'iowa,', 'usa']","english
(eng)",['none'],"42,",0.0,naturalistic,['usa'],42.0,42
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=611,english188,male,"['edinburgh,', 'scotland,', 'uk']","english
(eng)",['none'],"35,",0.0,naturalistic,['uk'],35.0,35
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=617,english189,male,"['grand', 'forks,', 'north', 'dakota,', 'usa']","english
(eng)",['none'],"19,",0.0,naturalistic,['usa'],19.0,19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=618,english190,male,"['oak', 'park,', 'illinois,', 'usa']","english
(eng)","['spanish', 'koine', 'greek', '']","27,",0.0,naturalistic,['usa'],28.0,27
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=631,english191,male,"['las', 'cruces,', 'new', 'mexico,', 'usa']","english
(eng)","['mandarin', 'russian', 'german', '']","19,",0.0,naturalistic,['usa'],19.0,19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=636,english192,female,"['east', 'lansing,', 'michigan,', 'usa']","english
(eng)",['none'],"27,",0.0,naturalistic,['usa'],27.0,27
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=637,english193,male,"['honolulu,', 'hawaii,', 'usa']","english
(eng)",['none'],"32,",0.0,naturalistic,['usa'],32.0,32
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=638,english194,male,"['manchester,', 'england,', 'uk']","english
(eng)",['none'],"19,",0.0,naturalistic,['uk'],19.0,19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=639,english195,female,"['delavan,', 'wisconsin,', 'usa']","english
(eng)","['french', 'russian', 'german', 'norwegian', '']","21,",0.0,naturalistic,['usa'],21.0,21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=654,english196,female,"['suva,', 'fiji']","english
(eng)","['fijian', 'hindi', 'french', '']","50,",0.0,naturalistic,"['fiji,', 'usa']",50.0,50
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=662,english197,male,"['iowa', 'city,', 'iowa,', 'usa']","english
(eng)",['none'],"22,",0.0,naturalistic,['usa'],22.0,22
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=663,english198,male,"['washington,', 'district', 'of', 'columbia,', 'usa']","english
(eng)",['none'],"56,",0.0,naturalistic,['usa'],56.0,56
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=664,english199,male,"['bay', 'shore,', 'new', 'york,', 'usa']","english
(eng)",['none'],"25,",0.0,naturalistic,['usa'],25.0,25
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=667,english200,female,"['berkeley,', 'california,', 'usa']","english
(eng)","['spanish', '']","22,",0.0,naturalistic,['usa'],22.0,22
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=668,english201,female,"['warren,', 'michigan,', 'usa']","english
(eng)","['polish', '']","26,",0.0,naturalistic,['usa'],26.0,26
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=673,english202,male,"['crisfield,', 'maryland,', 'usa']","english
(eng)","['esperanto', '']","19,",0.0,naturalistic,['usa'],19.0,19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=674,english203,female,"['boston,', 'massachusetts,', 'usa']","english
(eng)","['german', 'french', '']","63,",0.0,naturalistic,['usa'],31.0,63
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=678,english204,male,"['chicago,', 'illinois,', 'usa']","english
(eng)","['french', 'german', '']","53,",0.0,naturalistic,['usa'],49.0,53
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=679,english205,female,"['blue', 'earth,', 'minnesota,', 'usa']","english
(eng)",['none'],"45,",0.0,naturalistic,['usa'],45.0,45
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=680,english206,female,"['hucknall,', 'nottinghamshire,', 'england,', 'uk']","english
(eng)","['slovenian', '']","35,",0.0,naturalistic,['uk'],35.0,35
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=684,english207,female,"['wilkes-barre,', 'pennsylvania,', 'usa']","english
(eng)","['spanish', '']","23,",0.0,naturalistic,['usa'],23.0,23
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=695,english208,male,"['washington,', 'dc,', 'usa']","english
(eng)",['none'],"46,",0.0,naturalistic,['usa'],29.0,46
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=702,english209,female,"['saint', 'johns,', 'antigua', 'and', 'barbuda']","english
(eng)","['antigua', 'and', 'barbuda', 'creole', 'english', 'french', '']","28,",0.0,naturalistic,"['antigua', 'and', 'barbuda,', 'usa']",28.0,28
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=705,english210,female,"['trenton,', 'nova', 'scotia,', 'canada']","english
(eng)","['french', '']","23,",0.0,naturalistic,['canada'],23.0,23
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=720,english211,male,"['worcester,', 'massachusetts,', 'usa']","english
(eng)",['none'],"30,",0.0,naturalistic,['usa'],30.0,30
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=729,english212,male,"['spartanburg,', 'south', 'carolina,', 'usa']","english
(eng)",['none'],"24,",0.0,naturalistic,['usa'],24.0,24
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=734,english213,male,"['dodge', 'city,', 'kansas,', 'usa']","english
(eng)",['none'],"38,",0.0,naturalistic,['usa'],38.0,38
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=737,english214,male,"['myrtle', 'beach,', 'south', 'carolina,', 'usa']","english
(eng)","['spanish', '']","26,",0.0,naturalistic,['usa'],26.0,26
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=738,english215,male,"['lemington', 'spa,', 'warwickshire,', 'uk']","english
(eng)","['spanish', 'italian', 'yiddish', '']","20,",0.0,naturalistic,"['uk,', 'ireland,', 'usa']",20.0,20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=739,english216,female,"['chicago,', 'illinois,', 'usa']","english
(eng)","['spanish', '']","48,",0.0,naturalistic,['usa'],48.0,48
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=740,english217,male,"['harrow,', 'middlesex,', 'uk']","english
(eng)","['french', 'german', 'spanish', 'italian', 'japanese', '']","66,",0.0,naturalistic,"['uk,', 'usa']",66.0,66
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=747,english218,female,"['abingdon,', 'virginia,', 'usa']","english
(eng)","['latin', 'spanish', '']","27,",0.0,naturalistic,['usa'],27.0,27
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=748,english219,female,"['oakland,', 'california,', 'usa']","english
(eng)","['spanish', '']","38,",0.0,naturalistic,['usa'],38.0,38
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=749,english220,female,"['anaheim,', 'california,', 'usa']","english
(eng)",['none'],"18,",0.0,naturalistic,['usa'],18.0,18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=754,english221,male,"['london,', 'uk']","english
(eng)","['yoruba', '']","45,",0.0,naturalistic,"['uk,', 'australia,', 'usa']",45.0,45
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=764,english222,female,"['auburn,', 'indiana,', 'usa']","english
(eng)",['none'],"18,",0.0,naturalistic,['usa'],18.0,18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=767,english223,male,"['erie,', 'pennsylvania,', 'usa']","english
(eng)",['none'],"18,",0.0,naturalistic,['usa'],18.0,18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=768,english224,male,"['bridgetown,', 'barbados']","english
(eng)","['spanish', 'french', '']","20,",0.0,naturalistic,['barbados'],20.0,20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=771,english225,male,"['dundee,', 'scotland,', 'uk']","english
(eng)","['italian', '']","50,",0.0,naturalistic,"['scotland,', 'usa']",50.0,50
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=772,english226,male,"['walton-on-thames,', 'surrey,', 'uk']","english
(eng)",['none'],"38,",0.0,naturalistic,"['uk,', 'usa']",38.0,38
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=773,english227,female,"['camberley,', 'surrey,', 'uk']","english
(eng)",['none'],"42,",0.0,naturalistic,"['uk,', 'usa']",42.0,42
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=774,english228,female,"['glasgow,', 'scotland,', 'uk']","english
(eng)","['french', 'german', 'krio', '']","59,",0.0,naturalistic,"['scotland,', 'usa,', 'sierra', 'leone']",59.0,59
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=775,english229,male,"['burlington,', 'vermont,', 'usa']","english
(eng)","['french', '']","25,",0.0,naturalistic,['usa'],25.0,25
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=776,english230,male,"['launceston,', 'tasmania,', 'australia']","english
(eng)",['none'],"35,",0.0,naturalistic,['australia'],35.0,35
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=791,english231,male,"['tampa,', 'florida,', 'usa']","english
(eng)","['spanish', '']","22,",0.0,naturalistic,['usa'],22.0,22
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=798,english232,female,"['metairie,', 'louisiana,', 'usa']","english
(eng)","['italian', 'spanish', '']","32,",0.0,naturalistic,['usa'],32.0,32
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=793,english233,female,"['edmonton,', 'alberta,', 'canada']","english
(eng)","['french', '']","26,",0.0,naturalistic,['canada'],26.0,26
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=794,english234,male,"['bloomington,', 'indiana,', 'usa']","english
(eng)","['portuguese', 'spanish', 'american', 'sign', 'language', '']","49,",0.0,naturalistic,['usa'],49.0,49
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=795,english235,female,"['richmond,', 'virginia,', 'usa']","english
(eng)","['spanish', '']","52,",0.0,naturalistic,['usa'],52.0,52
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=799,english236,male,"['st.', 'charles,', 'illinois,', 'usa']","english
(eng)","['german', 'french', '']","44,",0.0,naturalistic,['usa'],34.0,44
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=801,english237,female,"['jeffersonville,', 'ohio,', 'usa']","english
(eng)","['spanish', '']","22,",0.0,naturalistic,['usa'],22.0,22
